Datetime,Distance,Flow Rate,humidity,rain,soil_moisture,temperature
2024/12/23 19:59:20,2.38,0.33,51.79,0.0,5.75,30.16
2024/12/23 19:59:25,2.37,0.42,58.57,0.0,6.19,32.98
2024/12/23 19:59:30,2.38,0.21,52.1,0.0,6.97,31.39
2024/12/23 19:59:35,2.38,0.27,54.34,0.0,9.41,29.38
2024/12/23 19:59:40,2.37,0.32,50.38,0.0,5.96,31.07
2024/12/23 19:59:45,2.38,0.38,58.64,0.0,5.04,32.32
2024/12/23 19:59:50,2.39,0.45,54.13,0.0,8.42,31.06
2024/12/23 19:59:55,2.38,0.3,50.67,0.0,5.06,29.38
2024/12/23 20:00:00,2.38,0.49,52.24,0.0,5.34,29.49
2024/12/23 20:00:05,2.38,0.41,50.47,0.0,6.69,29.04
2024/12/23 20:00:10,2.37,0.43,55.3,0.0,9.75,31.71
2024/12/23 20:00:15,2.38,0.33,57.54,0.0,7.57,32.01
2024/12/23 20:00:20,2.37,0.3,58.56,0.0,5.44,29.52
2024/12/23 20:00:25,2.38,0.44,58.75,0.0,7.92,30.87
2024/12/23 20:00:30,2.37,0.35,55.02,0.0,8.16,31.42
2024/12/23 20:00:35,2.37,0.35,51.02,0.0,5.89,30.5
2024/12/23 20:00:40,2.37,0.21,53.47,0.0,8.58,30.39
2024/12/23 20:00:45,2.38,0.22,50.45,0.0,9.71,31.3
2024/12/23 20:00:50,2.38,0.47,51.65,0.0,6.94,30.11
2024/12/23 20:00:55,2.38,0.32,54.52,0.0,7.18,30.18
2024/12/23 20:01:00,2.39,0.26,51.54,0.0,7.14,29.93
2024/12/23 20:01:05,2.4,0.44,57.09,0.0,8.82,32.91
2024/12/23 20:01:10,2.4,0.43,53.89,0.0,5.53,32.79
2024/12/23 20:01:15,2.39,0.32,59.76,0.0,7.83,31.39
2024/12/23 20:01:20,2.39,0.23,52.76,0.0,6.92,32.43
2024/12/23 20:01:25,2.39,0.38,57.92,0.0,7.04,32.24
2024/12/23 20:01:30,2.38,0.5,51.72,0.0,7.24,31.53
2024/12/23 20:01:35,2.38,0.39,56.13,0.0,6.01,32.62
2024/12/23 20:01:40,2.37,0.42,59.88,0.0,8.98,31.19
2024/12/23 20:01:45,2.38,0.34,57.99,0.0,6.03,29.1
2024/12/23 20:01:50,2.38,0.34,58.25,0.0,9.41,29.55
2024/12/23 20:01:55,2.37,0.47,50.72,0.0,7.91,32.33
2024/12/23 20:02:00,2.36,0.36,51.97,0.0,9.13,31.69
2024/12/23 20:02:05,2.37,0.34,53.75,0.0,9.22,30.63
2024/12/23 20:02:10,2.37,0.27,55.19,0.0,6.57,32.74
2024/12/23 20:02:15,2.36,0.45,57.62,0.0,7.92,32.0
2024/12/23 20:02:20,2.36,0.28,56.66,0.0,8.18,32.47
2024/12/23 20:02:25,2.35,0.47,54.45,0.0,9.21,31.9
2024/12/23 20:02:30,2.36,0.48,56.82,0.0,5.41,29.95
2024/12/23 20:02:35,2.35,0.39,56.41,0.0,8.64,30.51
2024/12/23 20:02:40,2.35,0.35,57.71,0.0,8.73,29.98
2024/12/23 20:02:45,2.35,0.47,57.0,0.0,5.76,29.93
2024/12/23 20:02:50,2.35,0.43,52.16,0.0,5.03,32.52
2024/12/23 20:02:55,2.35,0.4,56.37,0.0,9.08,31.89
2024/12/23 20:03:00,2.35,0.34,51.5,0.0,5.36,32.11
2024/12/23 20:03:05,2.35,0.43,54.36,0.0,8.17,30.82
2024/12/23 20:03:10,2.36,0.45,57.61,0.0,8.24,29.66
2024/12/23 20:03:15,2.36,0.49,57.37,0.0,5.05,29.43
2024/12/23 20:03:20,2.37,0.36,52.73,0.0,8.82,32.64
2024/12/23 20:03:25,2.36,0.42,52.72,0.0,6.1,32.72
2024/12/23 20:03:30,2.36,0.33,59.12,0.0,8.81,30.94
2024/12/23 20:03:35,2.35,0.4,51.77,0.0,7.43,32.91
2024/12/23 20:03:40,2.35,0.29,51.09,0.0,8.28,32.98
2024/12/23 20:03:45,2.34,0.35,57.99,0.0,9.06,30.5
2024/12/23 20:03:50,2.33,0.34,57.59,0.0,9.97,31.36
2024/12/23 20:03:55,2.34,0.33,51.83,0.0,9.19,29.28
2024/12/23 20:04:00,2.34,0.48,59.33,0.0,6.84,32.4
2024/12/23 20:04:05,2.34,0.49,59.06,0.0,9.43,31.4
2024/12/23 20:04:10,2.35,0.29,52.91,0.0,7.73,32.15
2024/12/23 20:04:15,2.35,0.49,59.34,0.0,6.14,31.52
2024/12/23 20:04:20,2.35,0.27,55.29,0.0,6.99,31.78
2024/12/23 20:04:25,2.34,0.34,51.39,0.0,6.98,32.83
2024/12/23 20:04:30,2.34,0.43,51.08,0.0,8.3,32.32
2024/12/23 20:04:35,2.35,0.41,50.72,0.0,7.19,30.92
2024/12/23 20:04:40,2.34,0.22,51.0,0.0,9.95,30.38
2024/12/23 20:04:45,2.34,0.48,56.94,0.0,8.93,32.03
2024/12/23 20:04:50,2.33,0.29,55.16,0.0,6.32,29.95
2024/12/23 20:04:55,2.32,0.5,59.93,0.0,5.51,29.57
2024/12/23 20:05:00,2.33,0.41,56.84,0.0,7.18,32.79
2024/12/23 20:05:05,2.34,0.35,53.0,0.0,5.35,29.7
2024/12/23 20:05:10,2.33,0.41,56.21,0.0,5.11,30.3
2024/12/23 20:05:15,2.33,0.29,59.93,0.0,9.82,29.44
2024/12/23 20:05:20,2.32,0.43,50.02,0.0,9.77,30.39
2024/12/23 20:05:25,2.32,0.23,59.29,0.0,8.91,32.49
2024/12/23 20:05:30,2.32,0.47,50.53,0.0,6.88,32.46
2024/12/23 20:05:35,2.32,0.31,53.87,0.0,6.81,30.66
2024/12/23 20:05:40,2.32,0.38,59.0,0.0,6.07,32.08
2024/12/23 20:05:45,2.31,0.27,57.57,0.0,8.49,32.15
2024/12/23 20:05:50,2.31,0.32,55.3,0.0,8.24,30.37
2024/12/23 20:05:55,2.32,0.31,54.63,0.0,9.9,31.85
2024/12/23 20:06:00,2.33,0.46,52.32,0.0,8.61,30.32
2024/12/23 20:06:05,2.33,0.41,59.69,0.0,7.08,31.06
2024/12/23 20:06:10,2.33,0.23,56.27,0.0,8.5,30.89
2024/12/23 20:06:15,2.32,0.22,50.58,0.0,5.44,31.37
2024/12/23 20:06:20,2.31,0.48,54.92,0.0,9.95,29.67
2024/12/23 20:06:25,2.31,0.49,58.8,0.0,8.35,30.65
2024/12/23 20:06:30,2.32,0.31,53.66,0.0,9.66,31.67
2024/12/23 20:06:35,2.31,0.26,56.87,0.0,8.36,30.0
2024/12/23 20:06:40,2.31,0.39,55.97,0.0,7.43,31.03
2024/12/23 20:06:45,2.31,0.43,57.23,0.0,9.43,30.73
2024/12/23 20:06:50,2.3,0.28,55.75,0.0,9.17,30.83
2024/12/23 20:06:55,2.3,0.29,53.7,0.0,9.7,31.38
2024/12/23 20:07:00,2.3,0.46,53.18,0.0,7.44,31.27
2024/12/23 20:07:05,2.31,0.4,51.31,0.0,5.39,31.29
2024/12/23 20:07:10,2.31,0.26,57.01,0.0,7.7,32.7
2024/12/23 20:07:15,2.32,0.28,54.37,0.0,8.94,31.65
2024/12/23 20:07:20,2.32,0.36,56.35,0.0,7.65,30.47
2024/12/23 20:07:25,2.31,0.46,58.78,0.0,9.88,31.39
2024/12/23 20:07:30,2.31,0.35,56.71,0.0,5.81,32.83
2024/12/23 20:07:35,2.31,0.23,52.67,0.0,5.11,31.86
2024/12/23 20:07:40,2.3,0.28,54.55,0.0,7.1,30.81
2024/12/23 20:07:45,2.3,0.39,58.73,0.0,8.19,31.98
2024/12/23 20:07:50,2.6,0.6,94.84,69.7,92.59,26.15
2024/12/23 20:07:55,2.6,0.62,89.22,71.1,99.43,26.88
2024/12/23 20:08:00,2.6,0.84,93.49,69.29,90.26,26.58
2024/12/23 20:08:05,2.6,0.66,99.95,69.68,99.03,26.06
2024/12/23 20:08:10,2.61,0.83,94.59,69.71,86.59,26.13
2024/12/23 20:08:15,2.62,0.88,85.43,70.32,91.44,26.04
2024/12/23 20:08:20,2.63,0.69,86.47,70.01,91.8,26.42
2024/12/23 20:08:25,2.62,0.78,87.63,69.62,88.54,26.42
2024/12/23 20:08:30,2.63,0.86,88.66,69.25,85.7,26.67
2024/12/23 20:08:35,2.64,0.82,96.93,70.03,85.16,26.8
2024/12/23 20:08:40,2.65,0.67,93.42,69.95,89.45,26.71
2024/12/23 20:08:45,2.67,0.81,99.64,69.62,91.35,26.42
2024/12/23 20:08:50,2.67,0.75,87.1,69.55,99.89,26.59
2024/12/23 20:08:55,2.67,0.64,99.1,69.92,86.9,26.73
2024/12/23 20:09:00,2.67,0.62,88.09,69.81,86.36,26.9
2024/12/23 20:09:05,2.66,0.76,99.16,68.9,85.12,26.67
2024/12/23 20:09:10,2.66,0.78,97.15,69.82,93.33,26.37
2024/12/23 20:09:15,2.67,0.7,96.25,70.16,91.96,26.48
2024/12/23 20:09:20,2.66,0.89,99.81,70.2,86.75,26.73
2024/12/23 20:09:25,2.67,0.74,89.25,70.24,91.23,26.71
2024/12/23 20:09:30,2.67,0.77,91.2,70.05,85.91,26.52
2024/12/23 20:09:35,2.67,0.89,96.95,69.85,96.73,26.82
2024/12/23 20:09:40,2.67,0.87,96.19,70.03,90.58,26.47
2024/12/23 20:09:45,2.67,0.84,89.1,69.52,94.84,26.68
2024/12/23 20:09:50,2.66,0.65,92.4,69.82,92.06,26.14
2024/12/23 20:09:55,2.66,0.7,94.36,69.5,96.04,26.57
2024/12/23 20:10:00,2.66,0.77,86.35,69.21,93.73,26.44
2024/12/23 20:10:05,2.67,0.63,95.76,70.86,93.39,26.94
2024/12/23 20:10:10,2.67,0.82,88.99,69.78,89.46,26.66
2024/12/23 20:10:15,2.67,0.62,97.09,70.26,92.18,26.98
2024/12/23 20:10:20,2.68,0.64,93.73,68.56,90.81,26.41
2024/12/23 20:10:25,2.68,0.79,95.43,69.93,99.12,26.5
2024/12/23 20:10:30,2.68,0.62,85.74,68.52,88.41,26.75
2024/12/23 20:10:35,2.68,0.74,85.0,70.16,90.98,26.49
2024/12/23 20:10:40,2.68,0.64,99.84,69.31,94.92,26.53
2024/12/23 20:10:45,2.68,0.87,99.96,69.08,88.0,26.01
2024/12/23 20:10:50,2.69,0.7,93.84,70.57,96.26,26.18
2024/12/23 20:10:55,2.7,0.64,90.15,69.04,99.49,26.77
2024/12/23 20:11:00,2.7,0.65,99.33,69.46,93.99,26.68
2024/12/23 20:11:05,2.7,0.8,95.58,69.09,85.79,26.17
2024/12/23 20:11:10,2.7,0.76,86.19,69.72,98.73,26.11
2024/12/23 20:11:15,2.69,0.85,96.58,69.17,85.87,26.2
2024/12/23 20:11:20,2.69,0.77,85.6,70.17,89.63,26.68
2024/12/23 20:11:25,2.69,0.82,95.13,69.98,95.98,26.73
2024/12/23 20:11:30,2.7,0.6,98.0,69.91,86.97,26.7
2024/12/23 20:11:35,2.7,0.64,98.94,69.57,90.57,26.11
2024/12/23 20:11:40,2.7,0.79,87.47,70.25,88.54,26.65
2024/12/23 20:11:45,2.7,0.62,98.1,69.77,85.0,26.45
2024/12/23 20:11:50,2.7,0.63,97.63,70.6,93.63,26.6
2024/12/23 20:11:55,2.7,0.8,89.57,69.51,92.84,26.08
2024/12/23 20:12:00,2.7,0.78,98.34,69.56,96.93,26.33
2024/12/23 20:12:05,2.7,0.75,95.13,70.05,87.1,26.56
2024/12/23 20:12:10,2.7,0.8,89.87,68.83,95.51,26.84
2024/12/23 20:12:15,2.69,0.86,91.17,70.38,98.18,26.22
2024/12/23 20:12:20,2.7,0.65,87.38,69.69,90.32,26.81
2024/12/23 20:12:25,2.7,0.88,97.43,70.94,88.94,26.38
2024/12/23 20:12:30,2.7,0.81,89.52,69.88,94.79,26.15
2024/12/23 20:12:35,2.7,0.86,95.76,69.78,99.79,26.95
2024/12/23 20:12:40,2.7,0.85,90.76,70.14,98.16,26.08
2024/12/23 20:12:45,2.7,0.61,98.17,69.65,98.86,26.34
2024/12/23 20:12:50,2.7,0.73,99.35,70.18,91.4,26.05
2024/12/23 20:12:55,2.7,0.83,96.92,69.07,88.06,26.59
2024/12/23 20:13:00,2.7,0.82,88.03,69.66,97.59,26.85
2024/12/23 20:13:05,2.7,0.64,95.85,69.27,97.57,26.1
2024/12/23 20:13:10,2.7,0.83,95.66,69.71,91.34,26.32
2024/12/23 20:13:15,2.7,0.82,93.18,69.77,93.18,26.57
2024/12/23 20:13:20,2.7,0.74,85.14,69.14,89.81,26.91
2024/12/23 20:13:25,2.7,0.83,91.91,69.79,95.4,26.41
2024/12/23 20:13:30,2.7,0.64,86.94,69.34,90.98,26.8
2024/12/23 20:13:35,2.7,0.86,88.96,69.63,97.62,26.22
2024/12/23 20:13:40,2.7,0.83,86.57,69.57,95.42,26.52
2024/12/23 20:13:45,2.7,0.73,99.12,69.73,99.31,26.48
2024/12/23 20:13:50,2.7,0.89,93.27,70.52,86.62,26.78
2024/12/23 20:13:55,2.69,0.72,91.22,69.14,99.09,26.04
2024/12/23 20:14:00,2.7,0.71,90.57,69.44,96.52,26.69
2024/12/23 20:14:05,2.7,0.64,88.42,69.14,97.26,26.64
2024/12/23 20:14:10,2.7,0.85,87.4,68.5,91.88,26.67
2024/12/23 20:14:15,2.7,0.79,98.94,69.75,99.33,26.84
2024/12/23 20:14:20,2.7,0.75,86.02,69.36,85.34,26.5
2024/12/23 20:14:25,2.7,0.88,93.08,70.66,97.56,26.3
2024/12/23 20:14:30,2.7,0.84,98.17,70.22,93.82,26.71
2024/12/23 20:14:35,2.69,0.66,94.77,70.95,90.53,26.94
2024/12/23 20:14:40,2.69,0.74,96.57,69.02,96.64,26.93
2024/12/23 20:14:45,2.69,0.76,98.78,70.35,97.37,26.02
2024/12/23 20:14:50,2.7,0.85,88.09,70.58,90.12,26.53
2024/12/23 20:14:55,2.7,0.72,99.5,69.81,96.17,26.65
2024/12/23 20:15:00,2.7,0.86,85.57,69.98,92.45,26.71
2024/12/23 20:15:05,2.7,0.88,96.54,70.24,97.39,26.46
2024/12/23 20:15:10,2.7,0.88,99.75,69.86,92.69,26.41
2024/12/23 20:15:15,2.7,0.61,91.32,70.28,98.2,26.96
2024/12/23 20:15:20,2.7,0.77,86.41,69.96,90.96,26.05
2024/12/23 20:15:25,2.69,0.64,94.86,69.54,98.08,26.45
2024/12/23 20:15:30,2.7,0.88,94.42,69.43,99.78,26.87
2024/12/23 20:15:35,2.69,0.82,91.83,69.09,88.1,26.61
2024/12/23 20:15:40,2.7,0.8,96.21,69.33,86.07,26.29
2024/12/23 20:15:45,2.7,0.88,96.82,69.09,87.46,26.77
2024/12/23 20:15:50,2.69,0.8,86.11,70.23,88.54,26.72
2024/12/23 20:15:55,2.69,0.72,88.91,69.4,94.15,26.34
2024/12/23 20:16:00,2.7,0.61,90.12,69.9,96.89,26.06
2024/12/23 20:16:05,2.7,0.73,90.86,70.05,97.91,26.81
2024/12/23 20:16:10,2.7,0.87,97.75,69.23,87.86,26.76
2024/12/23 20:16:15,2.7,0.6,91.68,69.94,88.16,26.2
2024/12/23 20:16:20,2.7,0.69,89.0,69.63,87.67,26.42
2024/12/23 20:16:25,2.7,0.76,90.53,69.9,98.67,26.6
2024/12/23 20:16:30,2.7,0.88,93.86,69.82,89.5,26.09
2024/12/23 20:16:35,2.7,0.74,94.66,69.92,96.48,26.16
2024/12/23 20:16:40,2.69,0.63,89.7,69.55,88.35,26.35
2024/12/23 20:16:45,2.7,0.71,89.59,69.2,86.49,26.18
2024/12/23 20:16:50,2.69,0.65,91.35,70.02,86.7,26.2
2024/12/23 20:16:55,2.68,0.67,86.03,69.62,97.49,26.87
2024/12/23 20:17:00,2.68,0.78,89.06,70.1,98.27,26.19
2024/12/23 20:17:05,2.68,0.72,87.49,69.88,91.46,26.77
2024/12/23 20:17:10,2.69,0.7,86.83,69.91,90.31,26.04
2024/12/23 20:17:15,2.7,0.65,94.7,70.8,91.97,26.66
2024/12/23 20:17:20,2.7,0.81,91.75,70.28,86.88,26.72
2024/12/23 20:17:25,2.7,0.85,96.21,70.33,89.88,26.35
2024/12/23 20:17:30,2.69,0.82,86.51,69.74,91.82,26.84
2024/12/23 20:17:35,2.69,0.68,94.99,70.42,95.76,26.28
2024/12/23 20:17:40,2.69,0.85,97.23,69.55,91.75,26.21
2024/12/23 20:17:45,2.68,0.66,97.95,70.24,87.31,26.35
2024/12/23 20:17:50,2.69,0.63,91.65,70.19,98.8,26.17
2024/12/23 20:17:55,2.69,0.84,98.6,70.16,87.86,26.37
2024/12/23 20:18:00,2.68,0.6,95.28,70.33,86.94,26.36
2024/12/23 20:18:05,2.69,0.67,91.6,69.1,88.46,26.83
2024/12/23 20:18:10,2.7,0.71,97.95,70.43,91.95,26.03
2024/12/23 20:18:15,2.7,0.64,86.0,69.91,90.34,26.55
2024/12/23 20:18:20,2.7,0.67,89.78,69.6,98.77,26.78
2024/12/23 20:18:25,2.7,0.85,96.99,69.6,92.38,26.59
2024/12/23 20:18:30,2.69,0.67,86.75,69.81,87.59,26.41
2024/12/23 20:18:35,2.69,0.63,88.26,69.73,95.33,26.6
2024/12/23 20:18:40,2.69,0.87,97.31,69.25,95.95,26.82
2024/12/23 20:18:45,2.68,0.83,97.92,69.91,93.82,26.46
2024/12/23 20:18:50,2.69,0.86,88.28,69.49,85.55,26.92
2024/12/23 20:18:55,2.68,0.85,87.75,69.87,88.41,26.38
2024/12/23 20:19:00,2.68,0.79,99.14,70.2,98.51,26.78
2024/12/23 20:19:05,2.68,0.68,93.22,70.38,86.25,26.72
2024/12/23 20:19:10,2.67,0.72,87.37,69.23,97.84,26.43
2024/12/23 20:19:15,2.68,0.63,98.56,68.91,97.33,26.91
2024/12/23 20:19:20,2.68,0.63,93.0,69.73,92.2,26.73
2024/12/23 20:19:25,2.69,0.72,91.63,69.43,88.14,26.02
2024/12/23 20:19:30,2.68,0.82,89.82,68.97,95.65,26.99
2024/12/23 20:19:35,2.69,0.64,94.49,69.76,93.95,26.74
2024/12/23 20:19:40,2.68,0.61,94.67,69.97,88.56,26.77
2024/12/23 20:19:45,2.68,0.84,87.74,70.2,90.54,26.97
2024/12/23 20:19:50,2.67,0.76,98.96,69.85,95.4,26.94
2024/12/23 20:19:55,2.67,0.61,93.22,69.35,95.55,26.27
2024/12/23 20:20:00,2.68,0.78,85.22,68.7,90.41,26.08
2024/12/23 20:20:05,2.69,0.76,95.7,69.73,97.99,26.82
2024/12/23 20:20:10,2.69,0.69,89.01,69.45,87.98,26.89
2024/12/23 20:20:15,2.68,0.8,92.52,70.72,85.18,26.6
2024/12/23 20:20:20,2.69,0.71,93.32,69.66,99.28,26.74
2024/12/23 20:20:25,2.7,0.79,92.91,69.73,93.68,26.16
2024/12/23 20:20:30,2.7,0.62,86.9,69.5,90.51,26.95
2024/12/23 20:20:35,2.7,0.65,87.58,69.18,86.76,26.89
2024/12/23 20:20:40,2.7,0.64,96.08,69.84,85.23,26.33
2024/12/23 20:20:45,2.7,0.82,94.91,70.17,97.86,26.64
2024/12/23 20:20:50,2.7,0.76,96.31,69.47,94.55,26.15
2024/12/23 20:20:55,2.7,0.71,93.24,69.86,97.6,26.45
2024/12/23 20:21:00,2.7,0.81,96.58,69.62,91.81,26.12
2024/12/23 20:21:05,2.7,0.87,98.56,70.69,91.71,26.59
2024/12/23 20:21:10,2.7,0.85,96.61,69.66,86.38,26.02
2024/12/23 20:21:15,2.69,0.65,99.06,70.23,86.33,26.61
2024/12/23 20:21:20,2.7,0.75,90.83,70.42,85.36,26.96
2024/12/23 20:21:25,2.7,0.85,87.31,69.24,93.08,26.06
2024/12/23 20:21:30,2.7,0.63,99.22,70.07,86.24,26.67
2024/12/23 20:21:35,2.7,0.87,97.15,68.95,87.08,26.33
2024/12/23 20:21:40,2.7,0.68,91.32,69.88,97.96,26.02
2024/12/23 20:21:45,2.7,0.82,94.34,69.01,95.46,26.09
2024/12/23 20:21:50,2.7,0.62,92.86,68.62,98.33,26.25
2024/12/23 20:21:55,2.69,0.81,94.89,69.91,85.7,26.42
2024/12/23 20:22:00,2.7,0.65,89.81,69.62,93.78,26.73
2024/12/23 20:22:05,2.69,0.66,93.52,69.61,87.91,26.84
2024/12/23 20:22:10,2.68,0.76,88.73,69.8,87.89,26.8
2024/12/23 20:22:15,2.68,0.74,93.71,69.66,88.56,26.65
2024/12/23 20:22:20,2.68,0.84,86.94,69.9,95.46,26.44
2024/12/23 20:22:25,2.69,0.64,90.91,69.66,94.83,26.32
2024/12/23 20:22:30,2.7,0.73,85.78,69.88,86.67,26.23
2024/12/23 20:22:35,2.69,0.64,87.12,69.24,95.81,26.66
2024/12/23 20:22:40,2.69,0.75,92.26,70.2,85.02,26.69
2024/12/23 20:22:45,2.7,0.61,93.89,70.63,87.94,26.33
2024/12/23 20:22:50,2.7,0.86,97.31,69.82,88.69,26.49
2024/12/23 20:22:55,2.7,0.62,91.48,71.02,99.96,26.99
2024/12/23 20:23:00,2.7,0.69,90.99,69.44,90.76,26.83
2024/12/23 20:23:05,2.69,0.62,87.14,69.52,85.29,26.09
2024/12/23 20:23:10,2.69,0.75,90.52,69.77,96.51,26.33
2024/12/23 20:23:15,2.69,0.87,98.2,68.65,93.62,26.21
2024/12/23 20:23:20,2.7,0.84,95.46,70.2,90.09,26.92
2024/12/23 20:23:25,2.7,0.82,91.0,70.84,85.26,26.13
2024/12/23 20:23:30,2.7,0.62,93.02,69.88,87.53,26.38
2024/12/23 20:23:35,2.69,0.73,86.83,69.53,99.35,26.45
2024/12/23 20:23:40,2.69,0.71,94.73,69.51,98.41,26.72
2024/12/23 20:23:45,2.7,0.7,89.02,69.11,94.61,26.17
2024/12/23 20:23:50,2.7,0.75,91.81,69.58,99.61,26.46
2024/12/23 20:23:55,2.7,0.79,86.6,69.64,98.43,26.46
2024/12/23 20:24:00,2.69,0.74,95.79,70.74,93.95,26.17
2024/12/23 20:24:05,2.7,0.66,86.08,70.26,93.03,26.41
2024/12/23 20:24:10,2.7,0.84,91.88,69.28,85.54,26.08
2024/12/23 20:24:15,2.69,0.77,94.17,69.16,96.18,26.52
2024/12/23 20:24:20,2.7,0.62,98.8,69.62,89.65,26.75
2024/12/23 20:24:25,2.7,0.75,89.98,70.28,99.63,26.58
2024/12/23 20:24:30,2.7,0.79,99.76,69.87,87.0,26.17
2024/12/23 20:24:35,2.7,0.69,92.13,70.14,92.42,26.66
2024/12/23 20:24:40,2.7,0.88,91.45,69.07,85.19,26.05
2024/12/23 20:24:45,2.7,0.67,89.38,69.87,90.38,26.56
2024/12/23 20:24:50,2.7,0.87,95.44,69.19,91.84,26.8
2024/12/23 20:24:55,2.69,0.6,85.3,69.62,99.31,26.38
2024/12/23 20:25:00,2.69,0.77,91.71,69.31,88.31,26.39
2024/12/23 20:25:05,2.69,0.67,87.9,69.8,96.35,26.97
2024/12/23 20:25:10,2.69,0.78,91.9,69.73,97.89,26.91
2024/12/23 20:25:15,2.68,0.64,94.2,69.74,97.0,26.75
2024/12/23 20:25:20,2.69,0.79,98.52,69.22,86.7,26.46
2024/12/23 20:25:25,2.69,0.64,98.88,69.27,98.28,26.55
2024/12/23 20:25:30,2.69,0.65,99.21,69.31,94.03,26.6
2024/12/23 20:25:35,2.68,0.64,85.62,69.21,95.28,26.88
2024/12/23 20:25:40,2.68,0.6,91.39,70.4,98.48,26.06
2024/12/23 20:25:45,2.68,0.71,87.43,69.95,91.66,26.9
2024/12/23 20:25:50,2.68,0.75,98.41,68.51,87.05,26.44
2024/12/23 20:25:55,2.68,0.7,94.49,69.19,99.65,26.55
2024/12/23 20:26:00,2.69,0.86,95.78,70.44,89.84,26.28
2024/12/23 20:26:05,2.69,0.71,98.45,69.86,95.59,26.4
2024/12/23 20:26:10,2.69,0.77,94.57,70.31,85.43,26.59
2024/12/23 20:26:15,2.69,0.85,97.47,69.54,92.97,26.37
2024/12/23 20:26:20,2.68,0.65,96.06,70.17,88.09,26.68
2024/12/23 20:26:25,2.69,0.84,96.19,70.34,86.58,26.95
2024/12/23 20:26:30,2.69,0.8,99.71,69.4,90.22,26.03
2024/12/23 20:26:35,2.69,0.78,98.32,69.76,92.86,26.88
2024/12/23 20:26:40,2.7,0.73,99.58,69.64,94.68,26.16
2024/12/23 20:26:45,2.7,0.75,96.24,69.88,88.72,26.91
2024/12/23 20:26:50,2.7,0.79,87.28,71.12,92.36,26.4
2024/12/23 20:26:55,2.7,0.69,92.54,69.69,97.48,26.66
2024/12/23 20:27:00,2.7,0.65,89.76,69.02,94.73,26.23
2024/12/23 20:27:05,2.7,0.82,93.59,69.22,91.43,26.27
2024/12/23 20:27:10,2.69,0.82,93.16,69.8,88.08,26.69
2024/12/23 20:27:15,2.69,0.63,86.87,69.16,97.14,26.03
2024/12/23 20:27:20,2.69,0.7,92.97,70.1,92.83,26.06
2024/12/23 20:27:25,2.68,0.87,95.23,69.19,99.37,26.88
2024/12/23 20:27:30,2.69,0.72,87.85,70.07,96.42,26.35
2024/12/23 20:27:35,2.69,0.87,95.35,70.21,89.65,26.92
2024/12/23 20:27:40,2.7,0.71,89.33,70.22,87.6,26.67
2024/12/23 20:27:45,2.69,0.85,96.65,70.04,88.78,26.6
2024/12/23 20:27:50,2.68,0.66,94.44,70.32,97.16,26.87
2024/12/23 20:27:55,2.69,0.8,88.21,70.02,87.85,26.35
2024/12/23 20:28:00,2.69,0.63,85.09,69.96,86.74,26.38
2024/12/23 20:28:05,2.69,0.76,85.93,69.99,90.78,26.86
2024/12/23 20:28:10,2.68,0.63,96.46,70.3,86.34,26.27
2024/12/23 20:28:15,2.69,0.78,92.64,69.79,87.0,26.53
2024/12/23 20:28:20,2.69,0.85,90.99,69.45,87.78,26.53
2024/12/23 20:28:25,2.69,0.61,92.12,71.07,92.75,26.91
2024/12/23 20:28:30,2.69,0.79,89.89,69.54,93.38,26.97
2024/12/23 20:28:35,2.69,0.76,90.04,70.83,97.44,26.26
2024/12/23 20:28:40,2.7,0.76,86.7,70.11,94.75,26.69
2024/12/23 20:28:45,2.7,0.71,96.17,69.82,90.46,26.23
2024/12/23 20:28:50,2.7,0.78,90.69,70.39,89.56,26.55
2024/12/23 20:28:55,2.7,0.88,86.37,69.87,93.05,26.18
2024/12/23 20:29:00,2.69,0.62,98.45,70.11,95.45,26.45
2024/12/23 20:29:05,2.69,0.88,93.33,70.28,96.16,26.97
2024/12/23 20:29:10,2.7,0.78,91.59,70.88,88.91,26.86
2024/12/23 20:29:15,2.69,0.87,99.97,69.64,99.13,26.37
2024/12/23 20:29:20,2.69,0.62,97.97,69.66,98.78,26.24
2024/12/23 20:29:25,2.69,0.63,96.95,69.88,98.29,26.93
2024/12/23 20:29:30,2.68,0.77,88.05,69.35,97.21,26.9
2024/12/23 20:29:35,2.68,0.78,91.16,69.67,86.43,26.38
2024/12/23 20:29:40,2.68,0.71,94.06,70.1,95.03,26.26
2024/12/23 20:29:45,2.67,0.67,96.5,69.24,89.32,26.41
2024/12/23 20:29:50,2.68,0.8,89.15,70.73,98.93,26.38
2024/12/23 20:29:55,2.67,0.67,92.09,69.55,99.5,26.54
2024/12/23 20:30:00,2.68,0.73,88.09,69.4,89.12,26.84
2024/12/23 20:30:05,2.68,0.66,91.02,70.4,87.21,26.71
2024/12/23 20:30:10,2.68,0.82,97.44,71.09,97.35,26.7
2024/12/23 20:30:15,2.68,0.83,94.38,70.53,95.29,26.94
2024/12/23 20:30:20,2.68,0.72,85.71,69.54,99.37,26.85
2024/12/23 20:30:25,2.67,0.62,92.93,69.71,93.9,26.3
2024/12/23 20:30:30,2.68,0.86,91.57,69.71,99.12,26.2
2024/12/23 20:30:35,2.67,0.73,91.44,70.02,96.63,26.42
2024/12/23 20:30:40,2.67,0.74,89.24,69.31,97.13,26.54
